Name,relation,type
卡-29/-31“蜗牛-B”海军型突击直升机,InstanceOf,多用途直升机
X-49试验机,InstanceOf,多用途直升机
W-3“斯拉夫”多用途直升机,InstanceOf,多用途直升机
MH-6小鸟式直升机,InstanceOf,多用途直升机
罗宾逊 R44单发活塞式轻型直升机,InstanceOf,多用途直升机
UH-1N直升机,InstanceOf,多用途直升机
西科斯基S-58中型直升机,InstanceOf,多用途直升机
H410G公安警用型直升机,InstanceOf,多用途直升机
CA109直升机,InstanceOf,多用途直升机
麦道MD-902直升机,InstanceOf,多用途直升机
贝尔212直升机,InstanceOf,多用途直升机
未来航空母舰,InstanceOf,航空母舰
“企业”(EnterpriSe)级核动力航空母舰,InstanceOf,航空母舰
“尼米兹”级核动力航空母舰,InstanceOf,航空母舰
CV-1/AV-3/Langley/兰利号航空母舰,InstanceOf,航空母舰
“维克兰特”级常规动力航空母舰,InstanceOf,航空母舰
辽宁舰,InstanceOf,航空母舰
CVN-77/布什号 航空母舰,InstanceOf,航空母舰
“圣女贞德”级,InstanceOf,航空母舰
杰拉尔德·R·福特号航空母舰,InstanceOf,航空母舰
“阿斯图里亚斯亲王”级反潜航空母舰,InstanceOf,航空母舰
“圣·保罗”级常规动力航空母舰,InstanceOf,航空母舰
“查尔·戴高乐”级核动力航空母舰,InstanceOf,航空母舰
“库兹涅佐夫海军上将”级常规动力航空母舰,InstanceOf,航空母舰
Lexington/列克星敦级航空母舰,InstanceOf,航空母舰
独立级航空母舰,InstanceOf,航空母舰
差克里-纳吕贝级,InstanceOf,航空母舰
CVL-23/普林斯顿号/Princeton航空母舰 ,InstanceOf,航空母舰
“伊丽莎白女王”级航空母舰,InstanceOf,航空母舰
“小鹰”与“约翰F.肯尼迪”级常规动力航空母舰,InstanceOf,航空母舰
CVL-22/独立号/Independence航空母舰,InstanceOf,航空母舰
CVN 21级航空母舰,InstanceOf,航空母舰
“加里波第”级常规动力反潜航空母舰,InstanceOf,航空母舰
“维拉特”（“竞技神”）级常规动力航空母舰,InstanceOf,航空母舰
“加富尔”(Cavour)级常规动力航空母舰,InstanceOf,航空母舰
CVL-30/圣贾辛托号/San Jacinto航空母舰,InstanceOf,航空母舰
“埃塞克斯”号(CV-9)航空母舰,InstanceOf,航空母舰
CVL-26/蒙特里号/Monterey航空母舰,InstanceOf,航空母舰
埃塞克斯级航空母舰（Essex）,InstanceOf,航空母舰
“日向”级直升机母舰,InstanceOf,航空母舰
CVL-28/卡伯特号/Cabot航空母舰,InstanceOf,航空母舰
CVL-29/巴丹号/Bataan航空母舰,InstanceOf,航空母舰
CV-6/“企业”号航空母舰/Enterprise,InstanceOf,航空母舰
CVL-24/贝劳伍德号/Beleau Wood航空母舰,InstanceOf,航空母舰
“伊势”号直升机母舰,InstanceOf,航空母舰
CVL-27/兰利号/Langley,InstanceOf,航空母舰
CVL-25/考佩斯号/Cowpens航空母舰,InstanceOf,航空母舰
CV-37/普林斯顿号/航空母舰,InstanceOf,航空母舰
CV-47/菲律宾海号/航空母舰,InstanceOf,航空母舰
CV-19/汉科克号/航空母舰,InstanceOf,航空母舰
CV-36/安提但号/航空母舰,InstanceOf,航空母舰
CV-4/游骑兵号/Ranger航空母舰,InstanceOf,航空母舰
CV-3/萨拉托加号/Saratoga　航空母舰,InstanceOf,航空母舰
“大黄蜂”号航空母舰（CV-8）/Hornet,InstanceOf,航空母舰
CV-38/香格里拉号/航空母舰,InstanceOf,航空母舰
CV-45/福吉谷号/航空母舰,InstanceOf,航空母舰
CV-2/列克星顿号/Lexington 航空母舰,InstanceOf,航空母舰
CV-5/约克城号航空母舰/Yorktown,InstanceOf,航空母舰
CV-14/提康德罗加号/航空母舰,InstanceOf,航空母舰
CV-16/列克星敦号 航空母舰,InstanceOf,航空母舰
胡蜂号航空母舰（CV-18）,InstanceOf,航空母舰
CV-11/勇猛号航空母舰,InstanceOf,航空母舰
“巴丹”号航空母舰（CVL-29）/Bataan,InstanceOf,航空母舰
“好人理查德”号航空母舰(CV-31),InstanceOf,航空母舰
“邦克山”号航空母舰（CV-17）,InstanceOf,航空母舰
CV-21/拳师号 航空母舰,InstanceOf,航空母舰
CV-32莱特号航空母舰,InstanceOf,航空母舰
CV-12/大黄蜂号,InstanceOf,航空母舰
“富兰克林”号航空母舰(CV-13) ,InstanceOf,航空母舰
CV-33/奇沙冶号,InstanceOf,航空母舰
Yorktown/约克城级,InstanceOf,航空母舰
CV-22/独立号 航空母舰,InstanceOf,航空母舰
CV-15/伦道夫号,InstanceOf,航空母舰
AVG-1/长岛号/LongIsland 航空母舰,InstanceOf,航空母舰
CV-40/塔拉瓦号,InstanceOf,航空母舰
CV-10/约克城号,InstanceOf,航空母舰
CVL-49/赖特号/Wright 航空母舰,InstanceOf,航空母舰
CV-67/肯尼迪号 航空母舰,InstanceOf,航空母舰
CV-39/张伯伦湖号,InstanceOf,航空母舰
CV-20/本宁顿号,InstanceOf,航空母舰
CV-66/美国号 航空母舰,InstanceOf,航空母舰
CVL-48/塞班级/Saipan 航空母舰,InstanceOf,航空母舰
CV-34/奥里斯坎尼号,InstanceOf,航空母舰
博格级护航航空母舰,InstanceOf,航空母舰
CVB-42/罗斯福号 航空母舰,InstanceOf,航空母舰
CV-63/小鹰号 航空母舰,InstanceOf,航空母舰
统治者级/Ruler 航空母舰,InstanceOf,航空母舰
卡萨布兰卡级/Casablanca 航空母舰,InstanceOf,航空母舰
CVB-41中途岛/Midway 航空母舰,InstanceOf,航空母舰
CV-59/福莱斯特号 航空母舰,InstanceOf,航空母舰
射手级航母/ARCHER ,InstanceOf,航空母舰
CVN-69/艾森豪威尔号/Eisenhower  航空母舰,InstanceOf,航空母舰
福莱斯特级/Forrestal 航空母舰,InstanceOf,航空母舰
科芒斯曼特湾/Commencementbay 航空母舰,InstanceOf,航空母舰
桑加蒙级/Sangamon 航空母舰,InstanceOf,航空母舰
CVB-41/中途岛级航空母舰/Midway,InstanceOf,航空母舰
CV-61/突击者号 航空母舰,InstanceOf,航空母舰
CVN-73/华盛顿号/George Washington 航空母舰,InstanceOf,航空母舰
CV-64/星座号 航空母舰,InstanceOf,航空母舰
CVN-76/里根号/Ronald Reagan 航空母舰,InstanceOf,航空母舰
CVB-43/珊瑚海/Coral Sea 航空母舰,InstanceOf,航空母舰
CVN-75/杜鲁门号/Truman 航空母舰,InstanceOf,航空母舰
CVN-68/尼米兹号 航空母舰,InstanceOf,航空母舰
CVN-72/林肯号/Lincoln 航空母舰,InstanceOf,航空母舰
CVN-71/罗斯福号 航空母舰,InstanceOf,航空母舰
CVN-74/约翰·C·斯坦尼斯号 航空母舰,InstanceOf,航空母舰
CVN-70/卡尔.文森号/Carl Vinson 航空母舰,InstanceOf,航空母舰
翔鹤号/Shokaku 航空母舰,InstanceOf,航空母舰
祥凤号/Shoho,InstanceOf,航空母舰
基辅级航空母舰,InstanceOf,航空母舰
凤翔级/Hosho航空母舰,InstanceOf,航空母舰
苍龙号/Soryu 航空母舰,InstanceOf,航空母舰
神威号/Kamoi ,InstanceOf,航空母舰
千岁号/Zuiho,InstanceOf,航空母舰
瑞鹤号/Zuikak,InstanceOf,航空母舰
冲鹰号航空母舰/Chuyo ,InstanceOf,航空母舰
葛城/Katsuragi  航空母舰,InstanceOf,航空母舰
笠置号/Kasagi ,InstanceOf,航空母舰
云龙号/Unryu,InstanceOf,航空母舰
祥凤级/Shoho 航空母舰,InstanceOf,航空母舰
苍龙级/Soryu 航空母舰,InstanceOf,航空母舰
大凤号/Taiho航空母舰,InstanceOf,航空母舰
信浓号/Shinano,InstanceOf,航空母舰
加贺号/Kaga航空母舰,InstanceOf,航空母舰
赤城号/Akagi 航空母舰,InstanceOf,航空母舰
瑞凤号/Zuiho 航空母舰,InstanceOf,航空母舰
飞龙号/Hiryu航空母舰,InstanceOf,航空母舰
云龙级/Unryu,InstanceOf,航空母舰
龙凤号/Ryuho,InstanceOf,航空母舰
翔鹤级/Shokaku,InstanceOf,航空母舰
龙骧号/Ryujo轻型航空母舰,InstanceOf,航空母舰
秋津洲号/Akitsushima 航空母舰,InstanceOf,航空母舰
日进号/Nisshin 航空母舰,InstanceOf,航空母舰
千岁级/Zuiho 航空母舰,InstanceOf,航空母舰
大鹰号/Taiyo 航空母舰,InstanceOf,航空母舰
云鹰号/Unyo 航空母舰,InstanceOf,航空母舰
若宫号/Wakamiya 航空母舰,InstanceOf,航空母舰
千代田号/Chiyoda 航空母舰,InstanceOf,航空母舰
飞鹰号/Hiyo 航空母舰,InstanceOf,航空母舰
神鹰级/Chiyoda 航空母舰,InstanceOf,航空母舰
能登吕号/Notoro 航空母舰,InstanceOf,航空母舰
瑞穗号/Nisshin 航空母舰,InstanceOf,航空母舰
隼鹰号/Junyo 航空母舰,InstanceOf,航空母舰
阿罗芒什号/Arromanches航空母舰,InstanceOf,航空母舰
新罗西斯克号,InstanceOf,航空母舰
大鹰级/Taiyo 航空母舰,InstanceOf,航空母舰
飞鹰级/Hiyo 航空母舰,InstanceOf,航空母舰
贝劳森林号航空母舰/CVL-24,InstanceOf,航空母舰
拉法叶号/R96/兰利号,InstanceOf,航空母舰
凯沃尔号/Cavour 航空母舰,InstanceOf,航空母舰
贝亚恩号航空母舰/Bearn,InstanceOf,航空母舰
海鹰级/Kaiyo 轻型航空母舰,InstanceOf,航空母舰
克里蒙梭级,InstanceOf,航空母舰
拉法耶特号/Lafayette No ,InstanceOf,航空母舰
博伊斯-贝莱奥号航空母舰/Boyce Beilai Ao ,InstanceOf,航空母舰
维兰玛迪雅号/Vikramaditya,InstanceOf,航空母舰
卓越级航空母舰,InstanceOf,航空母舰
R38/胜利号/Victorious ,InstanceOf,航空母舰
R92/不屈号/Indomitable ,InstanceOf,航空母舰
独角兽号/Unicorn航空母舰,InstanceOf,航空母舰
查克里·纳吕贝特号 航空母舰,InstanceOf,航空母舰
R87/卓越号航空母舰/Illustrious ,InstanceOf,航空母舰
圣保罗号/福熙号,InstanceOf,航空母舰
R21/墨尔本号/Melbourne,InstanceOf,航空母舰
米勒斯吉拿斯号,InstanceOf,航空母舰
维卡兰号/VIKRANT航母,InstanceOf,航空母舰
5月25日号,InstanceOf,航空母舰
百眼巨人号/Argus 航空母舰,InstanceOf,航空母舰
光辉级航空母舰,InstanceOf,航空母舰
皇家方舟号航空母舰,InstanceOf,航空母舰
B航舰,InstanceOf,航空母舰
竞技神号/Hermes 航空母舰,InstanceOf,航空母舰
巨人级轻型航母,InstanceOf,航空母舰
戴达罗号航空母舰,InstanceOf,航空母舰
半人马级航空母舰,InstanceOf,航空母舰
格拉夫·齐柏林/A航舰 航空母舰,InstanceOf,航空母舰
阿尔汉格尔斯克号战列舰,InstanceOf,战列舰
玛丽皇后级 战列舰,InstanceOf,战列舰
23型/苏联级 战列舰,InstanceOf,战列舰
武藏号/Musashi 战列舰,InstanceOf,战列舰
北卡罗来纳级 ,InstanceOf,战列舰
尼古拉一世级 战列舰,InstanceOf,战列舰
BB-8/亚拉巴马号/Alabama战列舰,InstanceOf,战列舰
扶桑号/Fuso战列舰,InstanceOf,战列舰
定远舰战列舰,InstanceOf,战列舰
宾夕法尼亚级,InstanceOf,战列舰
塞瓦斯托波尔级/甘古特级战列舰,InstanceOf,战列舰
BB-6/肯塔基号/Kentucky 战列舰,InstanceOf,战列舰
BB-25/新罕布什尔号,InstanceOf,战列舰
BB-56/华盛顿号战列舰/Washington,InstanceOf,战列舰
BB-18/康涅狄格号战列舰/Connecticut ,InstanceOf,战列舰
科罗拉多级,InstanceOf,战列舰
内华达号战列舰,InstanceOf,战列舰
BB-5/奇沙治号战列舰,InstanceOf,战列舰
蒙大拿级战列舰/Montana ,InstanceOf,战列舰
BB-23/密西西比号战列舰,InstanceOf,战列舰
南达科他级战列舰(1920年) ,InstanceOf,战列舰
印第安纳级战列舰/Indiana,InstanceOf,战列舰
南达科他级战列舰(1941年),InstanceOf,战列舰
BB-61/艾奥瓦号/Iowa战列舰,InstanceOf,战列舰
BB-26/南卡罗来纳号战列舰,InstanceOf,战列舰
BB-28/特拉华级战列舰/Delaware,InstanceOf,战列舰
BB-52/北卡罗来纳号,InstanceOf,战列舰
BB-48/西弗吉尼亚号/West Virginia ,InstanceOf,战列舰
衣阿华级战列舰,InstanceOf,战列舰
新墨西哥级,InstanceOf,战列舰
BB-49/南达科他号战列舰,InstanceOf,战列舰
内华达级,InstanceOf,战列舰
BB-51/蒙大拿号战列舰/Montana ,InstanceOf,战列舰
BB-63/密苏里号/Missouri,InstanceOf,战列舰
南卡罗来纳级战列舰,InstanceOf,战列舰
特拉华级战列舰,InstanceOf,战列舰
纽约级战列舰,InstanceOf,战列舰
BB-30/佛罗里达号/Florida 战列舰,InstanceOf,战列舰
BB-32/怀俄明号/Wyoming 战列舰,InstanceOf,战列舰
BB-34/纽约号/New York 战列舰,InstanceOf,战列舰
BB-67/蒙大拿号/Montana　战列舰,InstanceOf,战列舰
佛罗里达级战列舰,InstanceOf,战列舰
田纳西级战列舰,InstanceOf,战列舰
BB-59/马萨诸塞号/Massachusetts 战列舰,InstanceOf,战列舰
BB-28/特拉华号/Delaware 战列舰,InstanceOf,战列舰
BB-27/密歇根号/Michigan 战列舰,InstanceOf,战列舰
BB-55/北卡罗来纳号/North Carolina 战列舰,InstanceOf,战列舰
BB-2/麻萨诸塞号战列舰/Massachusetts,InstanceOf,战列舰
BB-58 印第安纳号,InstanceOf,战列舰
弗吉尼亚级,InstanceOf,战列舰
怀俄明级战列舰,InstanceOf,战列舰
BB-4 艾奥瓦/衣阿华号战列舰,InstanceOf,战列舰
BB-3/俄勒冈号/Oregon,InstanceOf,战列舰
BB-45/科罗拉多号/Colorado 战列舰,InstanceOf,战列舰
康涅狄格级战列舰,InstanceOf,战列舰
BB-62 新泽西号 New Jersey,InstanceOf,战列舰
BB-69/缅因号/Maine,InstanceOf,战列舰
BB-38/宾夕法尼亚号/Pennsylvania,InstanceOf,战列舰
伊利诺伊级,InstanceOf,战列舰
缅因级战列舰,InstanceOf,战列舰
BB-71 路易斯安那号,InstanceOf,战列舰
BB-11/密苏里号/Missouri 战列舰,InstanceOf,战列舰
BB-17/罗德岛号/Rhode Island 战列舰,InstanceOf,战列舰
BB-22/明尼苏达号/Minnesota 战列舰,InstanceOf,战列舰
BB-5/奇沙治号 ,InstanceOf,战列舰
BB-24/爱达荷号/Idaho 战列舰,InstanceOf,战列舰
BB-14/内布拉斯加号/Nebraska 战列舰,InstanceOf,战列舰
BB-31/犹他号/Utah 战列舰,InstanceOf,战列舰
BB-1/印第安纳号/Indiana,InstanceOf,战列舰
BB-19/路易斯安那号/Louisiana 战列舰,InstanceOf,战列舰
弗朗切斯科·卡拉乔洛级 战列舰,InstanceOf,战列舰
BB-33/阿肯色号/Arkansas 战列舰,InstanceOf,战列舰
BB-7/伊利诺伊号,InstanceOf,战列舰
BB-9/威斯康辛号/Wisconsin,InstanceOf,战列舰
安德烈亚·多里亚级战列舰,InstanceOf,战列舰
BB-16/新泽西号 ,InstanceOf,战列舰
BB-37/俄克拉何马号/Oklahoma 战列舰,InstanceOf,战列舰
BB-12/俄亥俄号/Ohio 战列舰,InstanceOf,战列舰
BB-70/新罕布什尔号 ,InstanceOf,战列舰
BB-46/马里兰号/Maryland 战列舰,InstanceOf,战列舰
BB-39/亚利桑那号/Arizona 战列舰,InstanceOf,战列舰
BB-68/Ohio/俄亥俄号 ,InstanceOf,战列舰
BB-13/弗吉尼亚号,InstanceOf,战列舰
BB-40/新墨西哥号,InstanceOf,战列舰
BB-37/俄克拉荷马号,InstanceOf,战列舰
BB-66/肯塔基号/Kentucky 战列舰,InstanceOf,战列舰
BB-43/田纳西号 ,InstanceOf,战列舰
BB-44/加利福尼亚号战列舰,InstanceOf,战列舰
BB-42/爱达荷号/Idaho 战列舰,InstanceOf,战列舰
BB-41/密西西比号战列舰,InstanceOf,战列舰
BB-35/得克萨斯号/Texas 战列舰,InstanceOf,战列舰
BB-21/堪萨斯号,InstanceOf,战列舰
BB-60/亚拉巴马号 ,InstanceOf,战列舰
BB-10/缅因号/Maine ,InstanceOf,战列舰
BB-46/马里兰号战列舰,InstanceOf,战列舰
BB-31/AG-16/犹他号/Utah 战列舰,InstanceOf,战列舰
BB-47/华盛顿号战列舰,InstanceOf,战列舰
金刚级/Kongo战列舰,InstanceOf,战列舰
扶桑级/Fuso战列舰,InstanceOf,战列舰
天城级/Amagi 战列舰,InstanceOf,战列舰
长门级/Nagato 战列舰,InstanceOf,战列舰
BB-20/佛蒙特号战列舰,InstanceOf,战列舰
雾岛号/Kirishima,InstanceOf,战列舰
青叶号/Aoba,InstanceOf,战列舰
BB-15/佐治亚号战列舰 ,InstanceOf,战列舰
大和级/Yamato战列舰,InstanceOf,战列舰
伊势号/Ise,InstanceOf,战列舰
伊势级/Ise,InstanceOf,战列舰
长门号/Nagato 战列舰,InstanceOf,战列舰
维托里奥·维内托级 战列舰,InstanceOf,战列舰
加富尔伯爵级战列舰,InstanceOf,战列舰
日向号/Hyuga ,InstanceOf,战列舰
陆奥号/Mutsu ,InstanceOf,战列舰
黎赛留级战列舰/Richelieu,InstanceOf,战列舰
比睿号/Hiei巡洋战舰,InstanceOf,战列舰
敦刻尔克级/Dunkerque战列舰,InstanceOf,战列舰
大和号/Yamato战列舰,InstanceOf,战列舰
榛名号/Haruna,InstanceOf,战列舰
山城号/Yamashiro,InstanceOf,战列舰
金刚号/Kongo战列舰,InstanceOf,战列舰
布列塔尼级/Bretagne战列舰,InstanceOf,战列舰
孤拔级/科尔贝级战列舰,InstanceOf,战列舰
俾斯麦号战列舰,InstanceOf,战列舰
纳尔逊级,InstanceOf,战列舰
英王乔治五世级战列舰 (1936年) ,InstanceOf,战列舰
镇远舰 铁甲舰,InstanceOf,战列舰
朱利奥·凯撒号,InstanceOf,战列舰
加富尔伯爵号战列舰,InstanceOf,战列舰
莱昂纳多·达·芬奇号,InstanceOf,战列舰
无畏级/Dreadnaught  战列舰,InstanceOf,战列舰
高雄级重巡洋舰/Takao ,InstanceOf,巡洋舰
古鹰级/Furutaka,InstanceOf,巡洋舰
青叶级/Aoba,InstanceOf,巡洋舰
“靛康德罗加”级(“宙斯盾”级)导弹巡洋舰,InstanceOf,巡洋舰
“无敌”级常规动力航空母舰,InstanceOf,巡洋舰
“基洛夫”级核动力导弹巡洋舰,InstanceOf,巡洋舰
天城号/Amagi,InstanceOf,巡洋舰
“格劳海军上将”级巡洋舰,InstanceOf,巡洋舰
“光荣”级导弹巡洋舰,InstanceOf,巡洋舰
最上级重巡洋舰/Mogami ,InstanceOf,巡洋舰
“喀拉”级导弹巡洋舰,InstanceOf,巡洋舰
“尹永夏”级(PKG)导弹巡逻艇,InstanceOf,巡洋舰
长良级/Nagara 巡洋舰,InstanceOf,巡洋舰
三偎号/Mikuma,InstanceOf,巡洋舰
古鹰号/Furutaka 巡洋舰,InstanceOf,巡洋舰
川内级/Sendai 巡洋舰,InstanceOf,巡洋舰
阿贺野级/Agano巡洋舰,InstanceOf,巡洋舰
加古号/Kako巡洋舰,InstanceOf,巡洋舰
球磨级/Kuma,InstanceOf,巡洋舰
衣笠号/Kinugasa ,InstanceOf,巡洋舰
那智号/Nachi ,InstanceOf,巡洋舰
妙高级/Myoko 巡洋舰,InstanceOf,巡洋舰
天龙级/Tenryu,InstanceOf,巡洋舰
夕张级/Yubari,InstanceOf,巡洋舰
吉野号快速/YOSHINO巡洋舰,InstanceOf,巡洋舰
球磨号/Kuma,InstanceOf,巡洋舰
龙田号/Tatsuda ,InstanceOf,巡洋舰
阿武隈号/Abukuma巡洋舰,InstanceOf,巡洋舰
阿贺野号/Agano轻巡洋舰,InstanceOf,巡洋舰
多摩号/Tama轻巡洋舰,InstanceOf,巡洋舰
爱宕号/Atago巡洋舰,InstanceOf,巡洋舰
大淀级/Oyodo轻型巡洋舰,InstanceOf,巡洋舰
酒勾号轻/Sakawa巡洋舰,InstanceOf,巡洋舰
长良号/Nagara 巡洋舰,InstanceOf,巡洋舰
那珂号轻巡洋舰/Naka ,InstanceOf,巡洋舰
天龙号/Tenryu,InstanceOf,巡洋舰
新高号/Niitaka,InstanceOf,巡洋舰
矢矧号轻巡洋舰/Yahagi ,InstanceOf,巡洋舰
高雄号/Takao 巡洋舰,InstanceOf,巡洋舰
木曾号/KISO,InstanceOf,巡洋舰
川内号/Sendai 巡洋舰,InstanceOf,巡洋舰
由良号/Yura,InstanceOf,巡洋舰
妙高号/Myoko,InstanceOf,巡洋舰
松岛号防护巡洋舰/matsushima,InstanceOf,巡洋舰
夕张号/Yubari,InstanceOf,巡洋舰
出云号/Izumo 巡洋舰,InstanceOf,巡洋舰
鬼怒号/Kinu 巡洋舰,InstanceOf,巡洋舰
最上号/Mogami,InstanceOf,巡洋舰
名取号/Natori 轻巡洋舰,InstanceOf,巡洋舰
严岛号/Itsukushima 巡洋舰,InstanceOf,巡洋舰
能代号/Noshiro 巡洋舰,InstanceOf,巡洋舰
摩耶号/Maya 巡洋舰,InstanceOf,巡洋舰
五十铃号/Isuzu 巡洋舰,InstanceOf,巡洋舰
对马号/Tsushima 巡洋舰,InstanceOf,巡洋舰
足柄号/Ashigara 巡洋舰,InstanceOf,巡洋舰
筑波号/Tsukuba,InstanceOf,巡洋舰
铃谷号/Suzuya 巡洋舰,InstanceOf,巡洋舰
生驹号/Ikoma 巡洋舰,InstanceOf,巡洋舰
北上号/Kitakami 巡洋舰,InstanceOf,巡洋舰
羽黑号/Haguro 重巡洋舰,InstanceOf,巡洋舰
斯维尔德洛夫级 巡洋舰,InstanceOf,巡洋舰
克列斯塔I级 巡洋舰,InstanceOf,巡洋舰
神通号/Shintsu 巡洋舰,InstanceOf,巡洋舰
红色高加索号 重巡洋舰,InstanceOf,巡洋舰
1134A型/克列斯塔II级 巡洋舰,InstanceOf,巡洋舰
鸟海号/Chokai 重巡洋舰,InstanceOf,巡洋舰
桥立号/Hashidate 巡洋舰,InstanceOf,巡洋舰
磐手号/Iwate 巡洋舰,InstanceOf,巡洋舰
熊野号/Kumano 重巡洋舰,InstanceOf,巡洋舰
大井号/Oii 轻巡洋舰,InstanceOf,巡洋舰
林仙级轻巡洋舰/Arethusa,InstanceOf,巡洋舰
58型/肯达级 导弹巡洋舰,InstanceOf,巡洋舰
海容级巡洋舰,InstanceOf,巡洋舰
致远舰,InstanceOf,巡洋舰
虎号/Tiger 战列巡洋舰,InstanceOf,巡洋舰
不倦级/Indefatigable 战列巡洋舰,InstanceOf,巡洋舰
声望级战列巡洋舰,InstanceOf,巡洋舰
狮级/Lion 战列巡洋舰,InstanceOf,巡洋舰
肯特级重巡洋舰/Kent ,InstanceOf,巡洋舰
致远级 巡洋舰,InstanceOf,巡洋舰
超勇舰 巡洋舰,InstanceOf,巡洋舰
城级爱丁堡号/Edinburgh 巡洋舰,InstanceOf,巡洋舰
胡德号 战列巡洋舰,InstanceOf,巡洋舰
定远级巡洋舰 ,InstanceOf,巡洋舰
诺福克级重巡洋舰,InstanceOf,巡洋舰
靖远舰/巡洋舰,InstanceOf,巡洋舰
柯尼斯堡级/K级,InstanceOf,巡洋舰
沙恩霍斯特级,InstanceOf,巡洋舰
超勇级 巡洋舰,InstanceOf,巡洋舰
平远舰,InstanceOf,巡洋舰
伦敦级重巡洋舰,InstanceOf,巡洋舰
狄多级轻型巡洋舰,InstanceOf,巡洋舰
扬威舰,InstanceOf,巡洋舰
经远级巡洋舰,InstanceOf,巡洋舰
冯·德·坦恩号战列巡洋舰,InstanceOf,巡洋舰
约克级重型巡洋舰,InstanceOf,巡洋舰
莱比锡级,InstanceOf,巡洋舰
济远舰/巡洋舰,InstanceOf,巡洋舰
重庆号 巡洋舰,InstanceOf,巡洋舰
莱比锡号/Leipzig,InstanceOf,巡洋舰
广甲舰 巡洋舰,InstanceOf,巡洋舰
沙恩霍斯特号/Scharnhorst,InstanceOf,巡洋舰
塞德利茨号/Seydlitz,InstanceOf,巡洋舰
海圻号 巡洋舰,InstanceOf,巡洋舰
恩登号/Ender轻巡洋舰,InstanceOf,巡洋舰
“勇敢”（45型）级导弹驱逐舰,InstanceOf,驱逐舰
052D型驱逐舰,InstanceOf,驱逐舰
“布朗上将”级（Meko 360）导弹驱逐舰,InstanceOf,驱逐舰
“旅海”(Luhai)级导弹驱逐舰,InstanceOf,驱逐舰
“旅沪”（Luhu）级导弹驱逐舰,InstanceOf,驱逐舰
“阿利·伯克”（Arleigh Burke）级导弹驱逐舰,InstanceOf,驱逐舰
“普拉岸”(Prat)级（原“郡”级)驱逐舰,InstanceOf,驱逐舰
“旅大”(Luda)I/Ⅱ级(051、051D、051z)导弹驱逐舰,InstanceOf,驱逐舰
“海口”号(171),InstanceOf,驱逐舰
“易洛魁人”(Iroquoi)级导弹驱逐舰,InstanceOf,驱逐舰
“旅大”Ⅲ051DT级导弹驱逐舰,InstanceOf,驱逐舰
052C型（旅洋Ⅱ级）驱逐舰,InstanceOf,驱逐舰
051C级驱逐舰,InstanceOf,驱逐舰
“德•拉•潘尼”(Dela Penne)级(原“阿尼莫索”级)导弹驱逐舰,InstanceOf,驱逐舰
“德里”（Delhi）级导弹驱逐舰,InstanceOf,驱逐舰
“乔治•莱格”（Georges Leygues）级导弹驱逐舰,InstanceOf,驱逐舰
“朝雾”(Asagiri)级导弹驱逐舰,InstanceOf,驱逐舰
“图尔维尔”(F 67型)级导弹驱逐舰,InstanceOf,驱逐舰
“地平线”级驱逐舰,InstanceOf,驱逐舰
“榛名”（Haruna）级导弹驱逐舰,InstanceOf,驱逐舰
“卡萨德”(cassard)级(F 70)导弹驱逐舰,InstanceOf,驱逐舰
“絮弗伦”(Suffren)级导弹驱逐舰,InstanceOf,驱逐舰
“勇敢”(Audace)级导弹驱逐舰,InstanceOf,驱逐舰
052B型驱逐舰(“旅洋”I级),InstanceOf,驱逐舰
“太刀风”（Tachikaze）级导弹驱逐舰,InstanceOf,驱逐舰
“基林”（Gearing）级通用驱逐舰,InstanceOf,驱逐舰
“旗风”（Hatakaze）级导弹驱逐舰,InstanceOf,驱逐舰
“金刚”(kongou)级导弹驱逐舰,InstanceOf,驱逐舰
“费雷”（“勇敢”）级导弹驱逐舰,InstanceOf,驱逐舰
“广开土大王”（KDX-1）级导弹驱逐舰,InstanceOf,驱逐舰
“现代”（Sovremenny）级导弹驱逐舰,InstanceOf,驱逐舰
“高波”级导弹驱逐舰／通用驱逐舰,InstanceOf,驱逐舰
“初雪”(Hatsuyuki)级导弹驱逐舰／通用驱逐舰,InstanceOf,驱逐舰
“白根”(Shirane)级导弹驱逐舰／直升机驱逐舰,InstanceOf,驱逐舰
“卡辛”级（Kashin）导弹驱逐舰,InstanceOf,驱逐舰
“村雨”(MuraSame)级导弹驱逐舰／通用驱逐舰,InstanceOf,驱逐舰
“杭州”号(136)驱逐舰,InstanceOf,驱逐舰
“广州”号(168)驱逐舰,InstanceOf,驱逐舰
42型（Batch 3）驱逐舰,InstanceOf,驱逐舰
“深圳”号(167)导弹驱逐舰,InstanceOf,驱逐舰
“泰州”号(138)驱逐舰,InstanceOf,驱逐舰
“济南”号(105) 驱逐舰,InstanceOf,驱逐舰
“无畏”Ⅱ（“弗里盖”级，1155.1型）级导弹驱逐舰,InstanceOf,驱逐舰
“斯普鲁恩斯”级导弹驱逐舰,InstanceOf,驱逐舰
42型（Batch1/2）导弹驱逐舰,InstanceOf,驱逐舰
“山云”（Yamagumo）级导弹驱逐舰／反潜驱逐舰,InstanceOf,驱逐舰
KDX－2级导弹驱逐舰,InstanceOf,驱逐舰
“无畏”(Udaloy）级导弹驱逐舰,InstanceOf,驱逐舰
“大连”号(110) 驱逐舰,InstanceOf,驱逐舰
初春级/Hatsuharu 驱逐舰,InstanceOf,驱逐舰
“合肥”号(132),InstanceOf,驱逐舰
